"score_source","year","score_value"
"news article sentiment scores","2016",0.5987
"news article sentiment scores","2016",0.9191
"news article sentiment scores","2016",-0.9414
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.7336
"news article sentiment scores","2016",-0.9705
"news article sentiment scores","2016",-0.7348
"news article sentiment scores","2016",0.9961
"news article sentiment scores","2016",-0.9864
"news article sentiment scores","2016",0.4118
"news article sentiment scores","2016",0.9746
"news article sentiment scores","2016",-0.9847
"news article sentiment scores","2016",0.9955
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",0.9899
"news article sentiment scores","2016",-0.8589
"news article sentiment scores","2016",-0.9616
"news article sentiment scores","2016",0.961
"news article sentiment scores","2016",0.9917
"news article sentiment scores","2016",0.9804
"news article sentiment scores","2016",-0.9854
"news article sentiment scores","2016",0.9928
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",-0.9983
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",0.9879
"news article sentiment scores","2016",0.9502
"news article sentiment scores","2016",-0.9671
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",-0.9485
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9892
"news article sentiment scores","2016",0.9614
"news article sentiment scores","2016",0.9534
"news article sentiment scores","2016",0.9786
"news article sentiment scores","2016",0.9904
"news article sentiment scores","2016",0.8717
"news article sentiment scores","2016",0.9833
"news article sentiment scores","2016",-0.9798
"news article sentiment scores","2016",-0.991
"news article sentiment scores","2016",0.3626
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.993
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9839
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",1
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9941
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9865
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",1
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9953
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9351
"news article sentiment scores","2016",-0.8649
"news article sentiment scores","2016",-0.7992
"news article sentiment scores","2016",0.9917
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.9925
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",-0.8523
"news article sentiment scores","2016",-0.9973
"news article sentiment scores","2016",0.9945
"news article sentiment scores","2016",-0.9987
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.7883
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",-0.9836
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",0.7586
"news article sentiment scores","2016",0.8934
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.5128
"news article sentiment scores","2016",0.886
"news article sentiment scores","2016",0.9999
"news article sentiment scores","2016",0.9829
"news article sentiment scores","2016",-0.9833
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.971
"news article sentiment scores","2016",0.6149
"news article sentiment scores","2016",-0.9505
"news article sentiment scores","2016",0.9884
"news article sentiment scores","2016",0.8392
"news article sentiment scores","2016",0.9858
"news article sentiment scores","2016",0.9583
"news article sentiment scores","2016",0.9072
"news article sentiment scores","2016",-0.8875
"news article sentiment scores","2016",0.9917
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",-0.9359
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",-0.9956
"news article sentiment scores","2016",0.9942
"news article sentiment scores","2016",-0.8051
"news article sentiment scores","2016",-0.7867
"news article sentiment scores","2016",0.9948
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.9946
"news article sentiment scores","2016",-0.9835
"news article sentiment scores","2016",-0.8956
"news article sentiment scores","2016",0.5928
"news article sentiment scores","2016",0.9821
"news article sentiment scores","2016",0.9998
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9934
"news article sentiment scores","2016",0.6902
"news article sentiment scores","2016",0.9898
"news article sentiment scores","2016",0.8504
"news article sentiment scores","2016",-0.9974
"news article sentiment scores","2016",0.8516
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",-0.9975
"news article sentiment scores","2016",0.9848
"news article sentiment scores","2016",-0.9978
"news article sentiment scores","2016",0.9562
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9788
"news article sentiment scores","2016",-0.1875
"news article sentiment scores","2016",0.9774
"news article sentiment scores","2016",-0.9849
"news article sentiment scores","2016",0.9512
"news article sentiment scores","2016",0.9957
"news article sentiment scores","2016",-0.8913
"news article sentiment scores","2016",-0.9943
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9998
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9743
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9766
"news article sentiment scores","2016",-0.9532
"news article sentiment scores","2016",-0.9994
"news article sentiment scores","2016",0.997
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9501
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",-0.9751
"news article sentiment scores","2016",0.9886
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.9968
"news article sentiment scores","2016",0.7597
"news article sentiment scores","2016",0.3525
"news article sentiment scores","2016",0.8744
"news article sentiment scores","2016",-0.986
"news article sentiment scores","2016",0.9537
"news article sentiment scores","2016",0.9925
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",-0.9656
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9946
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.5422
"news article sentiment scores","2016",0.8832
"news article sentiment scores","2016",-0.9896
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.997
"news article sentiment scores","2016",-0.9912
"news article sentiment scores","2016",0.991
"news article sentiment scores","2016",-0.9607
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",-0.9461
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9951
"news article sentiment scores","2016",0.5933
"news article sentiment scores","2016",-0.9981
"news article sentiment scores","2016",0.9958
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",0.3895
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.9996
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9908
"news article sentiment scores","2016",0.6808
"news article sentiment scores","2016",0.9958
"news article sentiment scores","2016",-0.9152
"news article sentiment scores","2016",0.9901
"news article sentiment scores","2016",0.1013
"news article sentiment scores","2016",-0.9895
"news article sentiment scores","2016",-0.9995
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",-0.9914
"news article sentiment scores","2016",0.7972
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.9928
"news article sentiment scores","2016",0.9942
"news article sentiment scores","2016",0.9636
"news article sentiment scores","2016",0.9913
"news article sentiment scores","2016",0.976
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9559
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.4659
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9722
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",-0.2168
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.93
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",-0.6216
"news article sentiment scores","2016",-0.4312
"news article sentiment scores","2016",0.9866
"news article sentiment scores","2016",0.9667
"news article sentiment scores","2016",0.9658
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",0.946
"news article sentiment scores","2016",0.994
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9473
"news article sentiment scores","2016",0.9947
"news article sentiment scores","2016",0.993
"news article sentiment scores","2016",-0.9774
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.6486
"news article sentiment scores","2016",0.9948
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.5236
"news article sentiment scores","2016",0.9298
"news article sentiment scores","2016",-0.8481
"news article sentiment scores","2016",-0.9574
"news article sentiment scores","2016",0.9966
"news article sentiment scores","2016",0.953
"news article sentiment scores","2016",-0.9309
"news article sentiment scores","2016",0.8979
"news article sentiment scores","2016",-0.8674
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",-0.6445
"news article sentiment scores","2016",-0.998
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.8651
"news article sentiment scores","2016",0.9913
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",-0.9863
"news article sentiment scores","2016",0.9941
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",-0.9693
"news article sentiment scores","2016",0.9845
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",0.9739
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",-0.99
"news article sentiment scores","2016",-0.9793
"news article sentiment scores","2016",-0.9968
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9947
"news article sentiment scores","2016",0.9702
"news article sentiment scores","2016",0.5293
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.996
"news article sentiment scores","2016",0.5574
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.8952
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9901
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.9808
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.8852
"news article sentiment scores","2016",0.9968
"news article sentiment scores","2016",0.9798
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.6428
"news article sentiment scores","2016",-0.9913
"news article sentiment scores","2016",-0.8736
"news article sentiment scores","2016",0.9926
"news article sentiment scores","2016",0.2342
"news article sentiment scores","2016",0.9655
"news article sentiment scores","2016",-0.9222
"news article sentiment scores","2016",0.9919
"news article sentiment scores","2016",0.9153
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9903
"news article sentiment scores","2016",-0.9994
"news article sentiment scores","2016",-0.7153
"news article sentiment scores","2016",-0.9923
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",0.9507
"news article sentiment scores","2016",0.8455
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9316
"news article sentiment scores","2016",0.743
"news article sentiment scores","2016",0.8993
"news article sentiment scores","2016",0.9938
"news article sentiment scores","2016",-0.9979
"news article sentiment scores","2016",0.9965
"news article sentiment scores","2016",0.9345
"news article sentiment scores","2016",-0.3476
"news article sentiment scores","2016",-0.9993
"news article sentiment scores","2016",0.9617
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",-0.9975
"news article sentiment scores","2016",-0.1396
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",-0.8793
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",-0.9372
"news article sentiment scores","2016",0.2873
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.99
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.9919
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9376
"news article sentiment scores","2016",0.9871
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",-0.9671
"news article sentiment scores","2016",0.8353
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9767
"news article sentiment scores","2016",-0.6227
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",-0.9742
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.9873
"news article sentiment scores","2016",-0.558
"news article sentiment scores","2016",-0.9761
"news article sentiment scores","2016",0.9919
"news article sentiment scores","2016",0.5516
"news article sentiment scores","2016",-0.8592
"news article sentiment scores","2016",0.984
"news article sentiment scores","2016",-0.9731
"news article sentiment scores","2016",0.9779
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9965
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9632
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9999
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",-0.0103
"news article sentiment scores","2016",0.9957
"news article sentiment scores","2016",0.8225
"news article sentiment scores","2016",-0.9993
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",-0.994
"news article sentiment scores","2016",0.986
"news article sentiment scores","2016",0.304
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9951
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9955
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9918
"news article sentiment scores","2016",-0.8304
"news article sentiment scores","2016",0.9763
"news article sentiment scores","2016",0.9286
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.988
"news article sentiment scores","2016",0.9701
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9771
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9755
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9943
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9961
"news article sentiment scores","2016",0.7253
"news article sentiment scores","2016",0.7961
"news article sentiment scores","2016",0.9954
"news article sentiment scores","2016",0.9873
"news article sentiment scores","2016",0.9929
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9964
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9062
"news article sentiment scores","2016",0.9799
"news article sentiment scores","2016",0.9908
"news article sentiment scores","2016",0.9934
"news article sentiment scores","2016",0.9895
"news article sentiment scores","2016",0.9919
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9924
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9937
"news article sentiment scores","2016",0.9836
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.981
"news article sentiment scores","2016",0.9841
"news article sentiment scores","2016",0.9867
"news article sentiment scores","2016",0.4723
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",0.9822
"news article sentiment scores","2016",0.9927
"news article sentiment scores","2016",0.9003
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9893
"news article sentiment scores","2016",0.994
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",-0.9954
"news article sentiment scores","2016",0.9239
"news article sentiment scores","2016",0.9968
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.995
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.9668
"news article sentiment scores","2016",0.9721
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9961
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9901
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",-0.1779
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9998
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.8678
"news article sentiment scores","2016",0.9825
"news article sentiment scores","2016",0.9187
"news article sentiment scores","2016",-0.7877
"news article sentiment scores","2016",0.9942
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",0.9928
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.8854
"news article sentiment scores","2016",-0.7494
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",0.9851
"news article sentiment scores","2016",0.9771
"news article sentiment scores","2016",0.9859
"news article sentiment scores","2016",0.9862
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.91
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9706
"news article sentiment scores","2016",0.431
"news article sentiment scores","2016",0.9964
"news article sentiment scores","2016",0.9927
"news article sentiment scores","2016",0.716
"news article sentiment scores","2016",-0.6191
"news article sentiment scores","2016",0.994
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",-0.7233
"news article sentiment scores","2016",-0.9272
"news article sentiment scores","2016",-0.9894
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9826
"news article sentiment scores","2016",0.996
"news article sentiment scores","2016",0.9704
"news article sentiment scores","2016",0.9955
"news article sentiment scores","2016",0.9923
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9896
"news article sentiment scores","2016",0.9936
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.9945
"news article sentiment scores","2016",0.9711
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.8537
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9914
"news article sentiment scores","2016",-0.8435
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9789
"news article sentiment scores","2016",-0.8976
"twitter sentiment scores","2016",0.4215
"twitter sentiment scores","2016",-0.5413
"twitter sentiment scores","2016",0.6267
"twitter sentiment scores","2016",-0.25
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.296
"twitter sentiment scores","2016",-0.6204
"twitter sentiment scores","2016",0.2716
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.7003
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0.5423
"twitter sentiment scores","2016",0.128
"twitter sentiment scores","2016",0.8316
"twitter sentiment scores","2016",0.2732
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.7003
"twitter sentiment scores","2016",-0.4939
"twitter sentiment scores","2016",-0.2062
"twitter sentiment scores","2016",0.5859
"twitter sentiment scores","2016",-0.3818
"twitter sentiment scores","2016",0.7906
"twitter sentiment scores","2016",0.8074
"twitter sentiment scores","2016",-0.1043
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.3089
"twitter sentiment scores","2016",0.5574
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.0258
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.0387
"twitter sentiment scores","2016",-0.765
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.7096
"twitter sentiment scores","2016",0.9081
"twitter sentiment scores","2016",-0.5423
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.3506
"twitter sentiment scores","2016",-0.25
"twitter sentiment scores","2016",0.7543
"twitter sentiment scores","2016",0.6705
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.802
"twitter sentiment scores","2016",0.2732
"twitter sentiment scores","2016",0.0572
"twitter sentiment scores","2016",0.8481
"twitter sentiment scores","2016",-0.743
"twitter sentiment scores","2016",-0.4877
"twitter sentiment scores","2016",0.5574
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.7579
"twitter sentiment scores","2016",0.296
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.2732
"twitter sentiment scores","2016",-0.4939
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.0516
"twitter sentiment scores","2016",-0.4588
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",0.9651
"twitter sentiment scores","2016",0.34
"twitter sentiment scores","2016",-0.6486
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",-0.8192
"twitter sentiment scores","2016",0.4019
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.6124
"twitter sentiment scores","2016",-0.7269
"twitter sentiment scores","2016",-0.5719
"twitter sentiment scores","2016",0.2263
"twitter sentiment scores","2016",-0.2263
"twitter sentiment scores","2016",0.7783
"twitter sentiment scores","2016",-0.8442
"twitter sentiment scores","2016",0.7964
"twitter sentiment scores","2016",-0.5423
"twitter sentiment scores","2016",-0.323
"twitter sentiment scores","2016",-0.2617
"twitter sentiment scores","2016",0.7717
"twitter sentiment scores","2016",0.7906
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.6681
"twitter sentiment scores","2016",-0.0191
"twitter sentiment scores","2016",-0.5659
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",0.2467
"twitter sentiment scores","2016",0.2467
"twitter sentiment scores","2016",-0.2263
"twitter sentiment scores","2016",0.4019
"twitter sentiment scores","2016",-0.5574
"twitter sentiment scores","2016",-0.8316
"twitter sentiment scores","2016",-0.4404
"twitter sentiment scores","2016",0.4404
"twitter sentiment scores","2016",0.4215
"twitter sentiment scores","2016",-0.34
"twitter sentiment scores","2016",0.8689
"twitter sentiment scores","2016",-0.1868
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",0.3182
"twitter sentiment scores","2016",0.024
"twitter sentiment scores","2016",0.2467
"twitter sentiment scores","2016",0.6124
"twitter sentiment scores","2016",0.4767
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0.34
"twitter sentiment scores","2016",0.4019
"twitter sentiment scores","2016",-0.1779
"twitter sentiment scores","2016",-0.4215
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.2023
