"score_source","year","score_value"
"news article sentiment scores","2016",0.9953
"news article sentiment scores","2016",0.8252
"news article sentiment scores","2016",-0.4986
"news article sentiment scores","2016",-0.8674
"news article sentiment scores","2016",0.9965
"news article sentiment scores","2016",0.9788
"news article sentiment scores","2016",0.9392
"news article sentiment scores","2016",0.4027
"news article sentiment scores","2016",-0.8889
"news article sentiment scores","2016",0.8765
"news article sentiment scores","2016",0.9925
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.7895
"news article sentiment scores","2016",0.9946
"news article sentiment scores","2016",0.985
"news article sentiment scores","2016",-0.7954
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",-0.9268
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9931
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",-0.9197
"news article sentiment scores","2016",-0.9824
"news article sentiment scores","2016",0.5579
"news article sentiment scores","2016",0.9025
"news article sentiment scores","2016",-0.9395
"news article sentiment scores","2016",-0.997
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",-0.9713
"news article sentiment scores","2016",0.986
"news article sentiment scores","2016",0.9338
"news article sentiment scores","2016",-0.9977
"news article sentiment scores","2016",0.9963
"news article sentiment scores","2016",0.9801
"news article sentiment scores","2016",0.4019
"news article sentiment scores","2016",-0.9694
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",-0.9986
"news article sentiment scores","2016",0.7497
"news article sentiment scores","2016",0.2128
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.996
"news article sentiment scores","2016",0.9951
"news article sentiment scores","2016",0.9771
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.6527
"news article sentiment scores","2016",0.9871
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",-0.9634
"news article sentiment scores","2016",-0.9988
"news article sentiment scores","2016",0.9726
"news article sentiment scores","2016",0.9921
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.997
"news article sentiment scores","2016",-0.9552
"news article sentiment scores","2016",0.9731
"news article sentiment scores","2016",-0.032
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9959
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.8674
"news article sentiment scores","2016",-0.9616
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",-0.9906
"news article sentiment scores","2016",-0.802
"news article sentiment scores","2016",0.9947
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",-0.9908
"news article sentiment scores","2016",0.5574
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",-0.8632
"news article sentiment scores","2016",0.9931
"news article sentiment scores","2016",0.9957
"news article sentiment scores","2016",0.8731
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.9918
"news article sentiment scores","2016",-0.9914
"news article sentiment scores","2016",-0.9915
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9957
"news article sentiment scores","2016",0.9837
"news article sentiment scores","2016",-0.9999
"news article sentiment scores","2016",-0.991
"news article sentiment scores","2016",-0.9838
"news article sentiment scores","2016",-0.9984
"news article sentiment scores","2016",0.9095
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9926
"news article sentiment scores","2016",0.9311
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.991
"news article sentiment scores","2016",0.9934
"news article sentiment scores","2016",-0.9953
"news article sentiment scores","2016",0.9778
"news article sentiment scores","2016",-0.9013
"news article sentiment scores","2016",-0.9787
"news article sentiment scores","2016",0.9729
"news article sentiment scores","2016",0.9946
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.3653
"news article sentiment scores","2016",0.9824
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.815
"news article sentiment scores","2016",-0.9112
"news article sentiment scores","2016",-0.9613
"news article sentiment scores","2016",0.3597
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9974
"news article sentiment scores","2016",0.8412
"news article sentiment scores","2016",-0.2523
"news article sentiment scores","2016",-0.3633
"news article sentiment scores","2016",-0.9722
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9661
"news article sentiment scores","2016",-0.8777
"news article sentiment scores","2016",0.322
"news article sentiment scores","2016",-0.9724
"news article sentiment scores","2016",0.9936
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9641
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",-0.9548
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",-0.9671
"news article sentiment scores","2016",-0.9799
"news article sentiment scores","2016",-0.959
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9922
"news article sentiment scores","2016",-0.2849
"news article sentiment scores","2016",-0.9951
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.995
"news article sentiment scores","2016",0.9907
"news article sentiment scores","2016",0.6182
"news article sentiment scores","2016",-0.9739
"news article sentiment scores","2016",-0.9858
"news article sentiment scores","2016",0.9659
"news article sentiment scores","2016",-0.5146
"news article sentiment scores","2016",-0.976
"news article sentiment scores","2016",-0.9378
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9093
"news article sentiment scores","2016",-0.8492
"news article sentiment scores","2016",-0.9937
"news article sentiment scores","2016",0.9929
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.3716
"news article sentiment scores","2016",-0.9982
"news article sentiment scores","2016",-0.8843
"news article sentiment scores","2016",-0.957
"news article sentiment scores","2016",0.9825
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",-0.9981
"news article sentiment scores","2016",-0.9841
"news article sentiment scores","2016",0.9767
"news article sentiment scores","2016",0.978
"news article sentiment scores","2016",-0.9274
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9924
"news article sentiment scores","2016",0.9168
"news article sentiment scores","2016",0.9937
"news article sentiment scores","2016",0.8273
"news article sentiment scores","2016",0.9909
"news article sentiment scores","2016",0.983
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",-0.1978
"news article sentiment scores","2016",0.9794
"news article sentiment scores","2016",0.9853
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",0.9907
"news article sentiment scores","2016",0.714
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",-0.9955
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9941
"news article sentiment scores","2016",0.9851
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",-0.431
"news article sentiment scores","2016",0.8436
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9958
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9906
"news article sentiment scores","2016",0.9825
"news article sentiment scores","2016",0.995
"news article sentiment scores","2016",-0.9965
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.9847
"news article sentiment scores","2016",0.2005
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.935
"news article sentiment scores","2016",0.9366
"news article sentiment scores","2016",0.9876
"news article sentiment scores","2016",0.9966
"news article sentiment scores","2016",0.9741
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",-0.8601
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9951
"news article sentiment scores","2016",0.6578
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",-0.9959
"news article sentiment scores","2016",0.8637
"news article sentiment scores","2016",0.996
"news article sentiment scores","2016",0.9942
"news article sentiment scores","2016",0.9975
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9266
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9735
"news article sentiment scores","2016",-0.8271
"news article sentiment scores","2016",0.9892
"news article sentiment scores","2016",0.9978
"news article sentiment scores","2016",0.9968
"news article sentiment scores","2016",0.9169
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9943
"news article sentiment scores","2016",0.9963
"news article sentiment scores","2016",0.9927
"news article sentiment scores","2016",-0.9254
"news article sentiment scores","2016",-0.5574
"news article sentiment scores","2016",0.981
"news article sentiment scores","2016",-0.9911
"news article sentiment scores","2016",-0.9956
"news article sentiment scores","2016",-0.9844
"news article sentiment scores","2016",-0.9945
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9453
"news article sentiment scores","2016",-0.5728
"news article sentiment scores","2016",-0.4638
"news article sentiment scores","2016",-0.9948
"news article sentiment scores","2016",-0.9834
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.846
"news article sentiment scores","2016",0.9967
"news article sentiment scores","2016",0.9999
"news article sentiment scores","2016",-0.9995
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.8689
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.8975
"news article sentiment scores","2016",0.9867
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",0.997
"news article sentiment scores","2016",0.997
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",-0.8289
"news article sentiment scores","2016",-0.984
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9947
"news article sentiment scores","2016",0.8496
"news article sentiment scores","2016",0.9907
"news article sentiment scores","2016",-0.9819
"news article sentiment scores","2016",-0.6463
"news article sentiment scores","2016",0.8812
"news article sentiment scores","2016",0.7981
"news article sentiment scores","2016",0.9739
"news article sentiment scores","2016",0.9829
"news article sentiment scores","2016",0.9931
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9531
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.8913
"news article sentiment scores","2016",0.9535
"news article sentiment scores","2016",-0.7786
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.9859
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9872
"news article sentiment scores","2016",0.9887
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9078
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",-0.9964
"news article sentiment scores","2016",-0.9284
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",-0.9896
"news article sentiment scores","2016",-0.9736
"news article sentiment scores","2016",-0.9858
"news article sentiment scores","2016",0.9919
"news article sentiment scores","2016",0.7184
"news article sentiment scores","2016",0.9953
"news article sentiment scores","2016",1
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.9613
"twitter sentiment scores","2016",0.6369
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.7641
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.8402
"twitter sentiment scores","2016",0.7717
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",-0.128
"twitter sentiment scores","2016",0.5423
"twitter sentiment scores","2016",-0.7845
"twitter sentiment scores","2016",0.0772
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.3938
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.6808
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.3182
"twitter sentiment scores","2016",0.4588
"twitter sentiment scores","2016",0.7155
"twitter sentiment scores","2016",0.4767
"twitter sentiment scores","2016",0.128
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",-0.0931
"twitter sentiment scores","2016",0.3071
"twitter sentiment scores","2016",0.8481
"twitter sentiment scores","2016",-0.7003
"twitter sentiment scores","2016",-0.7003
"twitter sentiment scores","2016",-0.7184
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.34
"twitter sentiment scores","2016",-0.7964
"twitter sentiment scores","2016",-0.4576
"twitter sentiment scores","2016",-0.1043
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.8742
"twitter sentiment scores","2016",0.2023
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.3612
"twitter sentiment scores","2016",-0.743
"twitter sentiment scores","2016",-0.6908
"twitter sentiment scores","2016",-0.0772
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.6486
"twitter sentiment scores","2016",0.8885
"twitter sentiment scores","2016",0.7579
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",-0.5994
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.5994
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.0772
"twitter sentiment scores","2016",-0.34
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.6124
"twitter sentiment scores","2016",0.5267
"twitter sentiment scores","2016",0.5859
"twitter sentiment scores","2016",0.802
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.7269
"twitter sentiment scores","2016",-0.3818
"twitter sentiment scores","2016",0.6369
"twitter sentiment scores","2016",0.4767
"twitter sentiment scores","2016",-0.4284
"twitter sentiment scores","2016",-0.802
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",-0.5423
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.3976
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.5267
"twitter sentiment scores","2016",0.5267
"twitter sentiment scores","2016",0.296
"twitter sentiment scores","2016",-0.8979
"twitter sentiment scores","2016",-0.5719
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.4767
"twitter sentiment scores","2016",-0.6566
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.743
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",-0.6566
"twitter sentiment scores","2016",-0.323
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",-0.34
"twitter sentiment scores","2016",0.4767
"twitter sentiment scores","2016",-0.6486
"twitter sentiment scores","2016",-0.7184
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",-0.7096
"twitter sentiment scores","2016",0.0387
"twitter sentiment scores","2016",-0.5994
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.4215
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.1326
"twitter sentiment scores","2016",0.0258
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0.296
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.0572
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.886
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",0.4404
"twitter sentiment scores","2016",0.875
"twitter sentiment scores","2016",0.128
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.34
"twitter sentiment scores","2016",-0.7717
"twitter sentiment scores","2016",0.6369
"twitter sentiment scores","2016",0.34
"twitter sentiment scores","2016",-0.7184
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",-0.7684
"twitter sentiment scores","2016",0.5859
"twitter sentiment scores","2016",-0.5267
"twitter sentiment scores","2016",0.5719
"twitter sentiment scores","2016",-0.6597
"twitter sentiment scores","2016",-0.4404
"twitter sentiment scores","2016",-0.7579
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.2023
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.3818
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.6908
"twitter sentiment scores","2016",-0.6249
"twitter sentiment scores","2016",0.3818
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",-0.8475
"twitter sentiment scores","2016",-0.765
"twitter sentiment scores","2016",-0.7269
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.4497
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.5719
"twitter sentiment scores","2016",-0.5574
"twitter sentiment scores","2016",0.5106
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",0.3612
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",-0.2748
"twitter sentiment scores","2016",-0.1779
"twitter sentiment scores","2016",-0.7783
"twitter sentiment scores","2016",0.6124
"twitter sentiment scores","2016",-0.4215
"twitter sentiment scores","2016",0.296
"twitter sentiment scores","2016",0.5423
"twitter sentiment scores","2016",0.3182
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",0.3818
"twitter sentiment scores","2016",-0.5106
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.5574
"twitter sentiment scores","2016",0.128
"twitter sentiment scores","2016",-0.9009
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.1779
"twitter sentiment scores","2016",-0.1779
"twitter sentiment scores","2016",0.6124
"twitter sentiment scores","2016",0.7181
"twitter sentiment scores","2016",0.5859
"twitter sentiment scores","2016",-0.6908
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",-0.6597
"twitter sentiment scores","2016",-0.802
"twitter sentiment scores","2016",0.0772
"twitter sentiment scores","2016",-0.4019
"twitter sentiment scores","2016",0.6369
"twitter sentiment scores","2016",-0.4019
"twitter sentiment scores","2016",-0.7003
"twitter sentiment scores","2016",-0.4404
"twitter sentiment scores","2016",-0.3862
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.128
"twitter sentiment scores","2016",-0.4336
"twitter sentiment scores","2016",-0.4404
"twitter sentiment scores","2016",-0.7579
"twitter sentiment scores","2016",0.2263
"twitter sentiment scores","2016",-0.1531
"twitter sentiment scores","2016",-0.836
"twitter sentiment scores","2016",0.3818
"twitter sentiment scores","2016",-0.5267
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.0772
"twitter sentiment scores","2016",0.5456
"twitter sentiment scores","2016",0.4939
"twitter sentiment scores","2016",0.0941
"twitter sentiment scores","2016",-0.6908
"twitter sentiment scores","2016",0.0516
"twitter sentiment scores","2016",0.5994
"twitter sentiment scores","2016",-0.25
"twitter sentiment scores","2016",-0.2263
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.0869
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.0644
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.4939
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.2144
"twitter sentiment scores","2016",0.7543
"twitter sentiment scores","2016",0.2263
"twitter sentiment scores","2016",-0.1779
"twitter sentiment scores","2016",0.6124
"twitter sentiment scores","2016",0.3818
"twitter sentiment scores","2016",0.2023
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",0.7579
"twitter sentiment scores","2016",0.5499
"twitter sentiment scores","2016",0.1154
"twitter sentiment scores","2016",-0.296
"twitter sentiment scores","2016",-0.4019
"twitter sentiment scores","2016",0.2023
"twitter sentiment scores","2016",-0.4215
"twitter sentiment scores","2016",0.4767
"twitter sentiment scores","2016",-0.4019
"twitter sentiment scores","2016",0.5574
"twitter sentiment scores","2016",0
"twitter sentiment scores","2016",-0.8316
