"score_source","year","score_value"
"news article sentiment scores","2016",0.9867
"news article sentiment scores","2016",-0.9169
"news article sentiment scores","2016",0.6249
"news article sentiment scores","2016",0.9661
"news article sentiment scores","2016",0.9907
"news article sentiment scores","2016",0.9522
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9727
"news article sentiment scores","2016",0.9988
"news article sentiment scores","2016",0.9922
"news article sentiment scores","2016",0.9901
"news article sentiment scores","2016",-0.9832
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.8627
"news article sentiment scores","2016",0.9667
"news article sentiment scores","2016",0.9811
"news article sentiment scores","2016",0.9727
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",0.9913
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",0.9998
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.7599
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9664
"news article sentiment scores","2016",0.9736
"news article sentiment scores","2016",0.94
"news article sentiment scores","2016",0.8618
"news article sentiment scores","2016",0.9741
"news article sentiment scores","2016",0.9212
"news article sentiment scores","2016",0.9787
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9542
"news article sentiment scores","2016",-0.999
"news article sentiment scores","2016",0.9369
"news article sentiment scores","2016",0.9938
"news article sentiment scores","2016",0.7766
"news article sentiment scores","2016",-0.8392
"news article sentiment scores","2016",0.9906
"news article sentiment scores","2016",0.9795
"news article sentiment scores","2016",0.9792
"news article sentiment scores","2016",0.6803
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",-0.9521
"news article sentiment scores","2016",-0.9842
"news article sentiment scores","2016",0.9806
"news article sentiment scores","2016",-0.999
"news article sentiment scores","2016",0.9867
"news article sentiment scores","2016",0.9886
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.1557
"news article sentiment scores","2016",-0.8201
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9513
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.9991
"news article sentiment scores","2016",0.9257
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9891
"news article sentiment scores","2016",-0.9995
"news article sentiment scores","2016",0.9753
"news article sentiment scores","2016",0.63
"news article sentiment scores","2016",0.9917
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.9852
"news article sentiment scores","2016",0.8457
"news article sentiment scores","2016",0.9766
"news article sentiment scores","2016",0.967
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9654
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9973
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",-0.9872
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.9794
"news article sentiment scores","2016",-0.999
"news article sentiment scores","2016",-0.9519
"news article sentiment scores","2016",-0.9942
"news article sentiment scores","2016",0.9362
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",-0.9985
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9971
"news article sentiment scores","2016",0.984
"news article sentiment scores","2016",0.9997
"news article sentiment scores","2016",0.0447
"news article sentiment scores","2016",0.589
"news article sentiment scores","2016",-0.9963
"news article sentiment scores","2016",0.9437
"news article sentiment scores","2016",0.7568
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",0.9942
"news article sentiment scores","2016",0.9982
"news article sentiment scores","2016",-0.4767
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9108
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.8967
"news article sentiment scores","2016",-0.9091
"news article sentiment scores","2016",0.962
"news article sentiment scores","2016",0.9633
"news article sentiment scores","2016",-0.9967
"news article sentiment scores","2016",0.993
"news article sentiment scores","2016",-0.9865
"news article sentiment scores","2016",-0.9662
"news article sentiment scores","2016",-0.9976
"news article sentiment scores","2016",0.9983
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.8674
"news article sentiment scores","2016",-0.4688
"news article sentiment scores","2016",-0.9966
"news article sentiment scores","2016",-0.7943
"news article sentiment scores","2016",0.9999
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9412
"news article sentiment scores","2016",-0.9915
"news article sentiment scores","2016",0.8372
"news article sentiment scores","2016",-0.3182
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9895
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",-0.124
"news article sentiment scores","2016",0.9297
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9998
"news article sentiment scores","2016",0.9972
"news article sentiment scores","2016",0.9844
"news article sentiment scores","2016",0.9843
"news article sentiment scores","2016",0.3107
"news article sentiment scores","2016",0.9189
"news article sentiment scores","2016",-0.9922
"news article sentiment scores","2016",-0.9649
"news article sentiment scores","2016",0.9899
"news article sentiment scores","2016",0.9976
"news article sentiment scores","2016",-0.1003
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.7351
"news article sentiment scores","2016",0.7412
"news article sentiment scores","2016",-0.9986
"news article sentiment scores","2016",-0.9997
"news article sentiment scores","2016",-0.9961
"news article sentiment scores","2016",0.9599
"news article sentiment scores","2016",0.9955
"news article sentiment scores","2016",-0.933
"news article sentiment scores","2016",-0.6435
"news article sentiment scores","2016",-0.5263
"news article sentiment scores","2016",0.989
"news article sentiment scores","2016",-0.9934
"news article sentiment scores","2016",0.8281
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",0.8761
"news article sentiment scores","2016",0.9922
"news article sentiment scores","2016",-0.6327
"news article sentiment scores","2016",0.9995
"news article sentiment scores","2016",0.9178
"news article sentiment scores","2016",-0.9273
"news article sentiment scores","2016",-0.9985
"news article sentiment scores","2016",-0.9886
"news article sentiment scores","2016",0.9913
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",-0.9686
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",0.9785
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9804
"news article sentiment scores","2016",0.9954
"news article sentiment scores","2016",-0.9907
"news article sentiment scores","2016",0.9686
"news article sentiment scores","2016",-0.0279
"news article sentiment scores","2016",0.9949
"news article sentiment scores","2016",0.9049
"news article sentiment scores","2016",0.9999
"news article sentiment scores","2016",0.9986
"news article sentiment scores","2016",0.9023
"news article sentiment scores","2016",0.981
"news article sentiment scores","2016",0.9923
"news article sentiment scores","2016",0.9938
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",-0.9247
"news article sentiment scores","2016",-0.9977
"news article sentiment scores","2016",-0.865
"news article sentiment scores","2016",0.9992
"news article sentiment scores","2016",-0.9903
"news article sentiment scores","2016",-0.9988
"news article sentiment scores","2016",-0.961
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",-0.9925
"news article sentiment scores","2016",-0.9836
"news article sentiment scores","2016",-0.6013
"news article sentiment scores","2016",-0.9989
"news article sentiment scores","2016",-0.9998
"news article sentiment scores","2016",-0.0963
"news article sentiment scores","2016",-0.9995
"news article sentiment scores","2016",-0.9984
"news article sentiment scores","2016",-0.9998
"news article sentiment scores","2016",0.7369
"news article sentiment scores","2016",0.9488
"news article sentiment scores","2016",0.9739
"news article sentiment scores","2016",0.5332
"news article sentiment scores","2016",0.675
"news article sentiment scores","2016",-0.9908
"news article sentiment scores","2016",0.6846
"news article sentiment scores","2016",-0.9994
"news article sentiment scores","2016",-0.9922
"news article sentiment scores","2016",0.9128
"news article sentiment scores","2016",-0.9947
"news article sentiment scores","2016",0.9822
"news article sentiment scores","2016",0.9805
"news article sentiment scores","2016",0.89
"news article sentiment scores","2016",-0.6385
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",0.9861
"news article sentiment scores","2016",-0.9912
"news article sentiment scores","2016",0.9744
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",-0.9972
"news article sentiment scores","2016",0.8941
"news article sentiment scores","2016",-0.2263
"news article sentiment scores","2016",-0.9983
"news article sentiment scores","2016",-0.9973
"news article sentiment scores","2016",0.993
"news article sentiment scores","2016",0.999
"news article sentiment scores","2016",-0.9819
"news article sentiment scores","2016",-0.9886
"news article sentiment scores","2016",-0.9929
"news article sentiment scores","2016",0.9563
"news article sentiment scores","2016",-0.9986
"news article sentiment scores","2016",0.9711
"news article sentiment scores","2016",0.993
"news article sentiment scores","2016",-0.9991
"news article sentiment scores","2016",-0.9991
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9663
"news article sentiment scores","2016",0.9828
"news article sentiment scores","2016",-0.7844
"news article sentiment scores","2016",0.9554
"news article sentiment scores","2016",-0.995
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.9994
"news article sentiment scores","2016",0.9451
"news article sentiment scores","2016",-0.9994
"news article sentiment scores","2016",-0.8558
"news article sentiment scores","2016",-0.987
"news article sentiment scores","2016",0.9518
"news article sentiment scores","2016",-0.9889
"news article sentiment scores","2016",-0.9942
"news article sentiment scores","2016",0.9636
"news article sentiment scores","2016",0.9946
"news article sentiment scores","2016",-0.1135
"news article sentiment scores","2016",-0.9997
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9861
"news article sentiment scores","2016",0.9904
"news article sentiment scores","2016",0.9969
"news article sentiment scores","2016",-0.9799
"news article sentiment scores","2016",0.7642
"news article sentiment scores","2016",-0.9999
"news article sentiment scores","2016",0.9865
"news article sentiment scores","2016",0.9815
"news article sentiment scores","2016",-0.9957
"news article sentiment scores","2016",-0.9996
"news article sentiment scores","2016",0.9861
"news article sentiment scores","2016",-0.9959
"news article sentiment scores","2016",0.9916
"news article sentiment scores","2016",0.9709
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.0516
"news article sentiment scores","2016",-0.977
"news article sentiment scores","2016",0.9944
"news article sentiment scores","2016",0.9934
"news article sentiment scores","2016",0.9984
"news article sentiment scores","2016",0.9162
"news article sentiment scores","2016",0.9823
"news article sentiment scores","2016",0.9774
"news article sentiment scores","2016",0.9807
"news article sentiment scores","2016",0.9549
"news article sentiment scores","2016",0.9993
"news article sentiment scores","2016",0.9883
"news article sentiment scores","2016",-0.9962
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.923
"news article sentiment scores","2016",0.9911
"news article sentiment scores","2016",-0.8988
"news article sentiment scores","2016",0.9887
"news article sentiment scores","2016",-0.9945
"news article sentiment scores","2016",0.9979
"news article sentiment scores","2016",0.9911
"news article sentiment scores","2016",-0.6021
"news article sentiment scores","2016",0.9718
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.998
"news article sentiment scores","2016",-0.0701
"news article sentiment scores","2016",-0.9879
"news article sentiment scores","2016",0.5884
"news article sentiment scores","2016",0.9962
"news article sentiment scores","2016",0.9704
"news article sentiment scores","2016",0.9989
"news article sentiment scores","2016",0.9963
"news article sentiment scores","2016",0.9977
"news article sentiment scores","2016",0.9996
"news article sentiment scores","2016",0.892
"news article sentiment scores","2016",-0.7916
"news article sentiment scores","2016",0.9985
"news article sentiment scores","2016",0.9968
"news article sentiment scores","2016",0.9933
"news article sentiment scores","2016",-0.1027
"news article sentiment scores","2016",-0.9869
"news article sentiment scores","2016",0.9956
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.0929
"news article sentiment scores","2016",1
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",0.9861
"news article sentiment scores","2016",-0.9116
"news article sentiment scores","2016",-0.9916
"news article sentiment scores","2016",0.9987
"news article sentiment scores","2016",-0.9569
"news article sentiment scores","2016",-0.4309
"news article sentiment scores","2016",0.9783
"news article sentiment scores","2016",-0.979
"news article sentiment scores","2016",0.9994
"news article sentiment scores","2016",0.9744
"news article sentiment scores","2016",0.9952
"news article sentiment scores","2016",0.9868
"news article sentiment scores","2016",0.9818
"news article sentiment scores","2016",0.9981
"news article sentiment scores","2016",0.9958
"news article sentiment scores","2016",0.9903
"news article sentiment scores","2016",0.9911
"news article sentiment scores","2016",0.9861
"news article sentiment scores","2016",0.992
"news article sentiment scores","2016",0.9625
"news article sentiment scores","2016",0.9624
"news article sentiment scores","2016",0.969
"news article sentiment scores","2016",0.985
"news article sentiment scores","2016",0.9991
"news article sentiment scores","2016",-0.9226
